dd,mm,yy,value
05,10,01,1312.73
08,10,01,1284.61
09,10,01,1316.76
10,10,01,1321.33
11,10,01,1363.57
12,10,01,1352.11
15,10,01,1329.01
16,10,01,1340.48
17,10,01,1371.54
18,10,01,1349.98
19,10,01,1342.27
22,10,01,1345.52
23,10,01,1382.1
24,10,01,1403.8
25,10,01,1387.5
26,10,01,1391.99
29,10,01,1388.14
30,10,01,1339.22
31,10,01,1340.39
01,11,01,1341.81
02,11,01,1347.56
05,11,01,1367.29
06,11,01,1366.73
07,11,01,1361.18
08,11,01,1391.75
09,11,01,1387.23
12,11,01,1364.44
13,11,01,1380.89
14,11,01,1403.97
15,11,01,1411.42
16,11,01,1421.17
19,11,01,1455.78
20,11,01,1453.47
21,11,01,1440.67
22,11,01,1450.35
23,11,01,1446.11
26,11,01,1457.75
27,11,01,1433.53
28,11,01,1409.04
29,11,01,1416.31
30,11,01,1419.18
03,12,01,1400.12
04,12,01,1417.24
05,12,01,1454.89
06,12,01,1480.63
07,12,01,1475.01
10,12,01,1451.68
11,12,01,1439.13
12,12,01,1435.02
13,12,01,1401.01
14,12,01,1387.71
17,12,01,1411.08
18,12,01,1422.99
19,12,01,1400.35
20,12,01,1390.25
21,12,01,1384.29
27,12,01,1422.6
28,12,01,1433.36
02,01,02,1431.26
03,01,02,1446.47
04,01,02,1455.93
07,01,02,1449.31
08,01,02,1446.99
09,01,02,1446.78
10,01,02,1433.08
11,01,02,1424.31
14,01,02,1407.25
15,01,02,1407.13
16,01,02,1397.42
17,01,02,1410.59
18,01,02,1412.03
21,01,02,1401.71
22,01,02,1413.26
23,01,02,1408.52
24,01,02,1423.13
25,01,02,1422.16
28,01,02,1442.92
29,01,02,1444.84
30,01,02,1425.77
31,01,02,1436.33
01,02,02,1437.2
04,02,02,1418.99
05,02,02,1398.64
06,02,02,1379.4
07,02,02,1375.42
08,02,02,1379.4
11,02,02,1383.14
12,02,02,1374.19
13,02,02,1373.41
14,02,02,1394.14
15,02,02,1392.61
18,02,02,1382.07
19,02,02,1357.81
20,02,02,1344.89
21,02,02,1361.31
22,02,02,1348.35
25,02,02,1356.87
26,02,02,1377.93
27,02,02,1396.87
28,02,02,1418.14
01,03,02,1426.22
04,03,02,1456.74
05,03,02,1459.65
06,03,02,1464.89
07,03,02,1481.07
08,03,02,1478.97
11,03,02,1479.12
12,03,02,1465.03
13,03,02,1474.69
14,03,02,1477.81
15,03,02,1479.05
18,03,02,1488.24
19,03,02,1495.87
20,03,02,1489.89
21,03,02,1491.51
22,03,02,1495.77
25,03,02,1497.26
26,03,02,1485.76
27,03,02,1486.33
28,03,02,1502.66
02,04,02,1506.54
03,04,02,1503.83
04,04,02,1492.97
05,04,02,1489.26
08,04,02,1465.86
09,04,02,1468.22
10,04,02,1473.45
11,04,02,1475.47
12,04,02,1469.66
15,04,02,1474.92
16,04,02,1497.7
17,04,02,1513.03
18,04,02,1507.18
19,04,02,1505.8
22,04,02,1495.97
23,04,02,1491.14
24,04,02,1496.01
25,04,02,1471.09
26,04,02,1473.55
29,04,02,1463.29
30,04,02,1461.95
02,05,02,1455.54
03,05,02,1439.36
06,05,02,1425.71
07,05,02,1411.77
08,05,02,1434.8
09,05,02,1435.28
10,05,02,1419.02
13,05,02,1418.7
14,05,02,1444.64
15,05,02,1451.67
16,05,02,1451.88
17,05,02,1456.88
20,05,02,1423.67
21,05,02,1420.86
22,05,02,1408.46
23,05,02,1405.58
24,05,02,1399.03
27,05,02,1399.42
28,05,02,1406.3
29,05,02,1396.69
30,05,02,1380.79
31,05,02,1377.83
03,06,02,1370.91
04,06,02,1335.13
05,06,02,1335.1
06,06,02,1328.47
07,06,02,1299.11
10,06,02,1315.76
11,06,02,1332.89
12,06,02,1327.21
13,06,02,1312.38
14,06,02,1273.71
17,06,02,1297.76
18,06,02,1313.24
19,06,02,1291.64
20,06,02,1281.71
21,06,02,1263.97
24,06,02,1239.93
25,06,02,1251.73
26,06,02,1218.97
27,06,02,1246.79
28,06,02,1263.29
01,07,02,1285.2
02,07,02,1265.57
03,07,02,1234.92
04,07,02,1234.17
05,07,02,1264.95
08,07,02,1274.2
09,07,02,1270.42
10,07,02,1258
11,07,02,1228.27
12,07,02,1220.71
15,07,02,1186.34
16,07,02,1156.47
17,07,02,1185.68
18,07,02,1203.69
19,07,02,1178.74
22,07,02,1146.48
23,07,02,1123.32
24,07,02,1077.76
25,07,02,1110.11
26,07,02,1103.23
29,07,02,1144.74
30,07,02,1161.5
31,07,02,1173.84
01,08,02,1163.47
02,08,02,1135.4
05,08,02,1113.99
06,08,02,1122.67
07,08,02,1147.4
08,08,02,1155.41
09,08,02,1166.19
12,08,02,1171.26
13,08,02,1163.71
14,08,02,1155.46
16,08,02,1172.75
19,08,02,1198.83
20,08,02,1208.94
21,08,02,1222.3
22,08,02,1223.9
23,08,02,1224.79
26,08,02,1222.85
27,08,02,1226.88
28,08,02,1213.04
29,08,02,1177.46
30,08,02,1176.9
02,09,02,1168.7
03,09,02,1142.06
04,09,02,1134.79
05,09,02,1123.26
06,09,02,1138.73
09,09,02,1138.87
10,09,02,1159.51
11,09,02,1173.23
12,09,02,1160.32
13,09,02,1131.53
16,09,02,1136.22
17,09,02,1141.37
18,09,02,1101.39
19,09,02,1082.88
20,09,02,1070.46
23,09,02,1034.43
24,09,02,1004.27
25,09,02,1026.37
26,09,02,1040.73
27,09,02,1047.59
30,09,02,1009.2
01,10,02,1009.14
02,10,02,1026.53
03,10,02,1031.89
04,10,02,1016.78
07,10,02,1000.11
08,10,02,997.81
09,10,02,974.37
10,10,02,975.8
11,10,02,1018.14
14,10,02,1020.22
15,10,02,1052.96
16,10,02,1066.89
17,10,02,1084.73
18,10,02,1079.08
21,10,02,1083.38
22,10,02,1084.55
23,10,02,1077.17
24,10,02,1080.86
25,10,02,1077.02
28,10,02,1099.08
29,10,02,1078.07
30,10,02,1072.03
31,10,02,1092.29
01,11,02,1082.73
04,11,02,1120.16
05,11,02,1128.51
06,11,02,1132.06
07,11,02,1114.78
08,11,02,1091.65
11,11,02,1073.75
12,11,02,1079.94
13,11,02,1080.28
14,11,02,1102.65
15,11,02,1116.64
18,11,02,1128.02
19,11,02,1121.31
20,11,02,1123.51
21,11,02,1153.64
22,11,02,1158.38
25,11,02,1165.15
26,11,02,1158.16
27,11,02,1169.63
28,11,02,1189.7
29,11,02,1194.01
02,12,02,1207.6
03,12,02,1176.98
04,12,02,1162.72
05,12,02,1167.79
06,12,02,1134.41
09,12,02,1124.95
10,12,02,1117.49
11,12,02,1128.24
12,12,02,1123.7
13,12,02,1109.2
16,12,02,1123.28
17,12,02,1134.64
18,12,02,1116.56
19,12,02,1097.84
20,12,02,1098.8
23,12,02,1112.9
27,12,02,1098.32
30,12,02,1091.89
02,01,03,1116.79
03,01,03,1134.66
06,01,03,1142.41
07,01,03,1137.75
08,01,03,1123.76
09,01,03,1120.89
10,01,03,1134.1
13,01,03,1141.44
14,01,03,1139.42
15,01,03,1135.64
16,01,03,1128.97
17,01,03,1109.96
20,01,03,1092.7
21,01,03,1085.08
22,01,03,1062.27
23,01,03,1061.11
24,01,03,1056.17
27,01,03,1028.27
28,01,03,1029.21
29,01,03,1018.52
30,01,03,1043.8
31,01,03,1044.51
03,02,03,1062.15
04,02,03,1044.7
05,02,03,1040.25
06,02,03,1042.12
07,02,03,1041.74
10,02,03,1033.15
11,02,03,1048.85
12,02,03,1047.73
13,02,03,1046.52
14,02,03,1050.99
17,02,03,1064.61
18,02,03,1074.73
19,02,03,1071.35
20,02,03,1063.29
21,02,03,1063.91
24,02,03,1073.39
25,02,03,1054.28
26,02,03,1051.23
27,02,03,1051.7
28,02,03,1068
03,03,03,1069.85
04,03,03,1054.4
05,03,03,1043.98
06,03,03,1027.24
07,03,03,1006
10,03,03,991.25
11,03,03,983.99
12,03,03,959.39
13,03,03,970.09
14,03,03,1000.06
17,03,03,1009.25
18,03,03,1037.77
19,03,03,1039.65
20,03,03,1038.19
21,03,03,1052.56
24,03,03,1037.73
25,03,03,1029.94
26,03,03,1047.57
27,03,03,1032.29
28,03,03,1029.63
31,03,03,1009.52
01,04,03,1014.89
02,04,03,1037.99
03,04,03,1056.5
04,04,03,1059.05
07,04,03,1087.27
08,04,03,1082.31
09,04,03,1080.06
10,04,03,1075.76
11,04,03,1082.21
14,04,03,1083.38
15,04,03,1095.41
16,04,03,1095.54
17,04,03,1091.53
22,04,03,1093.81
23,04,03,1112.45
24,04,03,1111.11
25,04,03,1096.69
28,04,03,1100.27
29,04,03,1115.01
30,04,03,1112.92
02,05,03,1105.18
05,05,03,1122.86
06,05,03,1128.25
07,05,03,1131.86
08,05,03,1120.8
09,05,03,1116.61
12,05,03,1114.46
13,05,03,1117.66
14,05,03,1121.73
15,05,03,1127.78
16,05,03,1133.46
19,05,03,1106.65
20,05,03,1099.79
21,05,03,1094.24
22,05,03,1104.52
23,05,03,1111.07
26,05,03,1120.15
27,05,03,1118.93
28,05,03,1143.26
29,05,03,1151.73
30,05,03,1159.3
02,06,03,1169.12
03,06,03,1162.6
04,06,03,1164.55
05,06,03,1163.79
06,06,03,1170.24
09,06,03,1165.25
10,06,03,1165.77
11,06,03,1172.22
12,06,03,1182.92
13,06,03,1178.98
16,06,03,1180.19
17,06,03,1192.74
18,06,03,1195.93
19,06,03,1193.68
20,06,03,1192.97
23,06,03,1171.69
24,06,03,1166.92
25,06,03,1171.69
26,06,03,1172.37
27,06,03,1170.01
30,06,03,1163.14
01,07,03,1138.83
02,07,03,1142.47
03,07,03,1137.05
04,07,03,1139.98
07,07,03,1157.73
08,07,03,1165.09
09,07,03,1162.01
10,07,03,1152.79
11,07,03,1156.38
14,07,03,1169.18
15,07,03,1172.51
16,07,03,1170.83
17,07,03,1160.93
18,07,03,1165.93
21,07,03,1165.39
22,07,03,1159.22
23,07,03,1162.67
24,07,03,1165.88
25,07,03,1164.38
28,07,03,1173.77
29,07,03,1166.01
30,07,03,1161.63
31,07,03,1166.52
01,08,03,1168.19
04,08,03,1162.91
05,08,03,1159.23
06,08,03,1149.69
07,08,03,1148.19
08,08,03,1156.13
11,08,03,1162.54
12,08,03,1170.43
13,08,03,1175.56
14,08,03,1178.96
18,08,03,1189.73
19,08,03,1194.14
20,08,03,1189.02
21,08,03,1193.46
22,08,03,1194.36
25,08,03,1184.24
26,08,03,1180.81
27,08,03,1179.51
28,08,03,1187.13
29,08,03,1184.29
01,09,03,1189.94
02,09,03,1193.99
03,09,03,1206.61
04,09,03,1207.06
05,09,03,1206.14
08,09,03,1213.66
09,09,03,1211.14
10,09,03,1198.48
11,09,03,1196.89
12,09,03,1197.71
15,09,03,1196.32
16,09,03,1200.69
17,09,03,1207.93
18,09,03,1210.73
19,09,03,1218.76
22,09,03,1196.38
23,09,03,1190.6
24,09,03,1195.91
25,09,03,1184.55
26,09,03,1177.62
29,09,03,1179.43
30,09,03,1165.95
01,10,03,1163.15
02,10,03,1173.48
03,10,03,1181.92
06,10,03,1187.36
07,10,03,1178.44
08,10,03,1186.03
09,10,03,1193.38
10,10,03,1196.04
13,10,03,1203
14,10,03,1203.82
15,10,03,1215.59
16,10,03,1216.3
17,10,03,1214.1
20,10,03,1208.72
21,10,03,1212.27
22,10,03,1200.67
23,10,03,1183.51
24,10,03,1187.38
27,10,03,1194.05
28,10,03,1199.36
29,10,03,1204.31
30,10,03,1212.5
31,10,03,1213.75
03,11,03,1222.92
04,11,03,1229.75
05,11,03,1225.57
06,11,03,1227.36
07,11,03,1240.33
10,11,03,1241.31
11,11,03,1230.19
12,11,03,1235.06
13,11,03,1242.84
14,11,03,1246.76
17,11,03,1233.33
18,11,03,1237.07
19,11,03,1230.16
20,11,03,1225.04
21,11,03,1227.48
24,11,03,1244.4
25,11,03,1253.35
26,11,03,1259.21
27,11,03,1258.5
28,11,03,1260.75
01,12,03,1273.67
02,12,03,1275.96
03,12,03,1281.93
04,12,03,1286.72
05,12,03,1284.3
08,12,03,1276.87
09,12,03,1279.82
10,12,03,1269.52
11,12,03,1272.02
12,12,03,1273.44
15,12,03,1280.01
16,12,03,1272.32
17,12,03,1273.17
18,12,03,1277.86
19,12,03,1272.95
22,12,03,1254.54
23,12,03,1244.17
29,12,03,1249.54
30,12,03,1256.64
02,01,04,1263.89
05,01,04,1272.55
06,01,04,1278.39
07,01,04,1270.13
08,01,04,1273.63
09,01,04,1273.47
12,01,04,1272.73
13,01,04,1275.79
14,01,04,1279.8
15,01,04,1283.31
16,01,04,1292.1
19,01,04,1301.37
20,01,04,1304.91
21,01,04,1300.65
22,01,04,1301.12
23,01,04,1303.11
26,01,04,1300.23
27,01,04,1310.9
28,01,04,1308.15
29,01,04,1301.27
30,01,04,1293.31
02,02,04,1292.48
03,02,04,1285.51
04,02,04,1286.06
05,02,04,1286.49
06,02,04,1282.8
09,02,04,1295.19
10,02,04,1295.02
11,02,04,1296.94
12,02,04,1298.64
13,02,04,1290.05
16,02,04,1287.05
17,02,04,1294.72
18,02,04,1297.4
19,02,04,1303.49
20,02,04,1299.06
23,02,04,1299.87
24,02,04,1293.88
25,02,04,1295.28
26,02,04,1297.72
27,02,04,1305.99
01,03,04,1311.09
02,03,04,1314.29
03,03,04,1315.47
04,03,04,1319.08
05,03,04,1321
08,03,04,1325.46
09,03,04,1320.95
10,03,04,1319.19
11,03,04,1297.65
12,03,04,1282.19
15,03,04,1267.81
16,03,04,1258.72
17,03,04,1267.45
18,03,04,1263.49
19,03,04,1259.69
22,03,04,1240.68
23,03,04,1243.05
24,03,04,1239.47
25,03,04,1252.98
26,03,04,1260.03
29,03,04,1270.08
30,03,04,1274.49
31,03,04,1281.01
01,04,04,1281.19
02,04,04,1298.21
05,04,04,1311.92
06,04,04,1311.44
07,04,04,1310.49
08,04,04,1313.96
13,04,04,1328.34
14,04,04,1321.12
15,04,04,1322.48
16,04,04,1323.31
19,04,04,1320.25
20,04,04,1333.22
21,04,04,1326.34
22,04,04,1327.07
23,04,04,1336.59
26,04,04,1340.32
27,04,04,1338
28,04,04,1333.73
29,04,04,1320.33
30,04,04,1315.89
03,05,04,1317.64
04,05,04,1321.12
05,05,04,1323.48
06,05,04,1313.2
07,05,04,1299.31
10,05,04,1276.04
11,05,04,1282.99
12,05,04,1284.62
13,05,04,1286.15
14,05,04,1285.21
17,05,04,1266.68
18,05,04,1274.18
19,05,04,1290.18
20,05,04,1288.35
21,05,04,1291.85
24,05,04,1277.66
25,05,04,1272.73
26,05,04,1285.64
27,05,04,1291.57
28,05,04,1289.95
31,05,04,1287.67
01,06,04,1283.97
02,06,04,1291.57
03,06,04,1285.68
04,06,04,1293.75
07,06,04,1306.41
08,06,04,1310.54
09,06,04,1311.65
10,06,04,1312.29
11,06,04,1312.82
14,06,04,1306.2
15,06,04,1313.64
16,06,04,1323.78
17,06,04,1325.27
18,06,04,1324.77
21,06,04,1317.02
22,06,04,1314.56
23,06,04,1318.05
24,06,04,1324.89
25,06,04,1323.34
28,06,04,1330.12
29,06,04,1327.05
30,06,04,1326.29
01,07,04,1326.73
02,07,04,1316.23
05,07,04,1317.4
06,07,04,1312.08
07,07,04,1311.35
08,07,04,1308.06
09,07,04,1313.83
12,07,04,1313.46
13,07,04,1312.29
14,07,04,1301.13
15,07,04,1298.81
16,07,04,1298.69
19,07,04,1294.19
20,07,04,1291.15
21,07,04,1301.8
22,07,04,1287
23,07,04,1284.47
26,07,04,1280.14
27,07,04,1278.1
28,07,04,1283.35
29,07,04,1291.48
30,07,04,1298.26
02,08,04,1294.7
03,08,04,1299.27
04,08,04,1288.73
05,08,04,1286.91
06,08,04,1269.16
09,08,04,1251.95
10,08,04,1255.66
11,08,04,1247.48
12,08,04,1246.9
13,08,04,1242.15
16,08,04,1246.86
17,08,04,1256.14
18,08,04,1253.49
19,08,04,1260.55
20,08,04,1254.9
23,08,04,1265.49
24,08,04,1270.29
25,08,04,1272.34
26,08,04,1278.59
27,08,04,1281.24
30,08,04,1281.84
31,08,04,1279
01,09,04,1284.77
02,09,04,1293.54
03,09,04,1303.79
06,09,04,1309.18
07,09,04,1306.98
08,09,04,1305.94
09,09,04,1299.5
10,09,04,1304.48
13,09,04,1312.98
14,09,04,1312.7
15,09,04,1315.19
16,09,04,1313.03
17,09,04,1316.95
20,09,04,1319.87
21,09,04,1326.16
22,09,04,1326.9
23,09,04,1320.19
24,09,04,1320.42
27,09,04,1317.34
28,09,04,1319.52
29,09,04,1327.17
30,09,04,1326.08
01,10,04,1331.08
04,10,04,1348.35
05,10,04,1349.69
06,10,04,1350.59
07,10,04,1354.28
08,10,04,1356.43
11,10,04,1353.13
12,10,04,1345.23
13,10,04,1349.67
14,10,04,1345.98
15,10,04,1342.01
18,10,04,1342.1
19,10,04,1349.84
20,10,04,1341.05
21,10,04,1344.82
22,10,04,1352.31
25,10,04,1338.07
26,10,04,1340.37
27,10,04,1348.84
28,10,04,1360.71
29,10,04,1363.1
01,11,04,1368.58
02,11,04,1376.55
03,11,04,1381.96
04,11,04,1379.9
05,11,04,1389.88
08,11,04,1390.84
09,11,04,1390.11
10,11,04,1390.8
11,11,04,1397.05
12,11,04,1403.65
15,11,04,1403.09
16,11,04,1396.48
17,11,04,1402.64
18,11,04,1411.04
19,11,04,1415.76
22,11,04,1399.2
23,11,04,1406.35
24,11,04,1403.95
25,11,04,1408.33
26,11,04,1407.47
29,11,04,1412.7
30,11,04,1404.42
01,12,04,1411.47
02,12,04,1419.74
03,12,04,1421.18
06,12,04,1421.44
07,12,04,1430.44
08,12,04,1437.5
09,12,04,1432.94
10,12,04,1435.44
13,12,04,1440.95
14,12,04,1446.94
15,12,04,1447.11
16,12,04,1449.29
17,12,04,1452
20,12,04,1453.84
21,12,04,1458.38
22,12,04,1464.75
23,12,04,1470.85
27,12,04,1472.11
28,12,04,1472.29
29,12,04,1474.75
30,12,04,1475.05
03,01,05,1482.86
04,01,05,1484.4
05,01,05,1482.25
06,01,05,1484.36
07,01,05,1490.71
10,01,05,1492.01
11,01,05,1478.85
12,01,05,1475.19
13,01,05,1480.66
14,01,05,1491.36
17,01,05,1498.05
18,01,05,1495.81
19,01,05,1503.76
20,01,05,1499.41
21,01,05,1504.84
24,01,05,1498.41
25,01,05,1502.74
26,01,05,1505.06
27,01,05,1498.35
28,01,05,1497.14
31,01,05,1509.07
01,02,05,1516.13
02,02,05,1523.59
03,02,05,1523.43
04,02,05,1532.26
07,02,05,1543.14
08,02,05,1547
09,02,05,1550.09
10,02,05,1550.43
11,02,05,1553.28
14,02,05,1556.23
15,02,05,1559.26
16,02,05,1550.42
17,02,05,1551.94
18,02,05,1545.25
21,02,05,1523.5
22,02,05,1506.34
23,02,05,1499.68
24,02,05,1506.66
25,02,05,1518.94
28,02,05,1527.29
01,03,05,1532.4
02,03,05,1527.74
03,03,05,1527.75
04,03,05,1533.32
07,03,05,1541.47
08,03,05,1534.25
09,03,05,1531.32
10,03,05,1518.75
11,03,05,1519.05
14,03,05,1513.93
15,03,05,1522.53
16,03,05,1516.89
17,03,05,1510.62
18,03,05,1516.17
21,03,05,1526.38
22,03,05,1524.61
23,03,05,1520.94
24,03,05,1532.19
29,03,05,1533.29
30,03,05,1537.75
31,03,05,1548.14
01,04,05,1552.16
04,04,05,1547.37
05,04,05,1550.72
06,04,05,1555.19
07,04,05,1567.88
08,04,05,1573.03
11,04,05,1571.37
12,04,05,1569.98
13,04,05,1568.32
14,04,05,1562.17
15,04,05,1538.18
18,04,05,1483.31
19,04,05,1490.52
20,04,05,1489.19
21,04,05,1489
22,04,05,1500.44
25,04,05,1498.9
26,04,05,1496.32
27,04,05,1483.37
28,04,05,1479.47
29,04,05,1480.74
02,05,05,1491.36
03,05,05,1491.08
04,05,05,1493.85
05,05,05,1500.14
06,05,05,1499.11
09,05,05,1499.88
10,05,05,1494.56
11,05,05,1489.79
12,05,05,1500.96
13,05,05,1499.86
16,05,05,1502.72
17,05,05,1493.86
18,05,05,1500.84
19,05,05,1513.46
20,05,05,1515.16
23,05,05,1512.28
24,05,05,1513.06
25,05,05,1513.97
26,05,05,1521.82
27,05,05,1517.69
30,05,05,1522.1
31,05,05,1522.41
01,06,05,1529.52
02,06,05,1536.64
03,06,05,1536.33
06,06,05,1529.44
07,06,05,1533.95
08,06,05,1538.15
09,06,05,1541.27
10,06,05,1547.77
13,06,05,1551.04
14,06,05,1557.28
15,06,05,1560.44
16,06,05,1561.07
17,06,05,1564.72
20,06,05,1543.74
21,06,05,1550.48
22,06,05,1550.64
23,06,05,1547.02
24,06,05,1536.7
27,06,05,1521.9
28,06,05,1527.75
29,06,05,1540.27
30,06,05,1548.51
01,07,05,1553.95
04,07,05,1560.86
05,07,05,1557.37
06,07,05,1564.62
07,07,05,1532.72
08,07,05,1560.89
11,07,05,1576.99
12,07,05,1573.63
13,07,05,1582.35
14,07,05,1594.02
15,07,05,1590.33
18,07,05,1591.55
19,07,05,1600.1
20,07,05,1603.04
21,07,05,1603.9
22,07,05,1603.41
25,07,05,1605.17
26,07,05,1608.84
27,07,05,1612.69
28,07,05,1616.85
29,07,05,1618.05
01,08,05,1613.53
02,08,05,1618.9
03,08,05,1620.68
04,08,05,1610.25
05,08,05,1603.61
08,08,05,1609.02
09,08,05,1612.88
10,08,05,1626.91
11,08,05,1623.44
12,08,05,1620.22
16,08,05,1616.47
17,08,05,1603.41
18,08,05,1596.42
19,08,05,1606.32
22,08,05,1617.65
23,08,05,1609.33
24,08,05,1607.68
25,08,05,1605.31
26,08,05,1599.47
29,08,05,1591.58
30,08,05,1595.62
31,08,05,1602.54
01,09,05,1616.24
02,09,05,1617.3
05,09,05,1622.03
06,09,05,1628.57
07,09,05,1634.91
08,09,05,1638.83
09,09,05,1642.13
12,09,05,1649.63
13,09,05,1642.23
14,09,05,1651.04
15,09,05,1653.06
16,09,05,1659.52
19,09,05,1663.98
20,09,05,1666.28
21,09,05,1663.62
22,09,05,1651.55
23,09,05,1653.93
26,09,05,1667.61
27,09,05,1671.36
28,09,05,1681.02
29,09,05,1682.52
30,09,05,1681.18
03,10,05,1683.84
04,10,05,1676.62
05,10,05,1658.76
06,10,05,1635.67
07,10,05,1629.2
10,10,05,1632.06
11,10,05,1625.07
12,10,05,1616.74
13,10,05,1596.03
14,10,05,1595.54
17,10,05,1600.04
18,10,05,1592.03
19,10,05,1556.28
20,10,05,1563.55
21,10,05,1549.77
24,10,05,1564.5
25,10,05,1573.88
26,10,05,1571.52
27,10,05,1548.98
28,10,05,1534.46
31,10,05,1560.05
01,11,05,1566.88
02,11,05,1568.06
03,11,05,1589.94
04,11,05,1595.26
07,11,05,1595.95
08,11,05,1595.47
09,11,05,1595.24
10,11,05,1594.02
11,11,05,1601.79
14,11,05,1604.92
15,11,05,1600.81
16,11,05,1599.41
17,11,05,1611.61
18,11,05,1619.19
21,11,05,1617.01
22,11,05,1620.38
23,11,05,1627.07
24,11,05,1630.17
25,11,05,1633.01
28,11,05,1632.56
29,11,05,1625.19
30,11,05,1621.84
01,12,05,1633.14
02,12,05,1645.86
05,12,05,1649.82
06,12,05,1653.78
07,12,05,1657.39
08,12,05,1651.79
09,12,05,1653.75
12,12,05,1658.19
13,12,05,1655.21
14,12,05,1653.67
15,12,05,1653.31
16,12,05,1656.5
19,12,05,1663.1
20,12,05,1667.26
21,12,05,1681.64
22,12,05,1683.89
23,12,05,1684.42
27,12,05,1684.74
28,12,05,1683.88
29,12,05,1690.11
30,12,05,1679.13
02,01,06,1689.04
03,01,06,1701.77
04,01,06,1711.1
05,01,06,1711.73
06,01,06,1712.92
09,01,06,1717.13
10,01,06,1708.19
11,01,06,1721.51
12,01,06,1728.6
13,01,06,1717.96
16,01,06,1726.36
17,01,06,1723.66
18,01,06,1704.61
19,01,06,1718.08
20,01,06,1718.58
23,01,06,1701.35
24,01,06,1706.31
25,01,06,1712.99
26,01,06,1730.3
27,01,06,1744.9
30,01,06,1748.05
31,01,06,1745.88
01,02,06,1750.65
02,02,06,1751
03,02,06,1735.83
06,02,06,1755.95
07,02,06,1755.58
08,02,06,1749.69
09,02,06,1769.43
10,02,06,1765.31
13,02,06,1763.83
14,02,06,1763.61
15,02,06,1764.68
16,02,06,1771.63
17,02,06,1785.12
20,02,06,1793.58
21,02,06,1805.7
22,02,06,1808.27
23,02,06,1813.38
24,02,06,1818.69
27,02,06,1829.41
28,02,06,1816.9
01,03,06,1806.07
02,03,06,1806.45
03,03,06,1803.44
06,03,06,1816.77
07,03,06,1805.57
08,03,06,1792.54
09,03,06,1807.62
10,03,06,1816.43
13,03,06,1835.24
14,03,06,1841.24
15,03,06,1853.16
16,03,06,1853.98
17,03,06,1859.55
20,03,06,1860.43
21,03,06,1854.52
22,03,06,1859.68
23,03,06,1852.63
24,03,06,1846.64
27,03,06,1837.87
28,03,06,1820.39
29,03,06,1818.82
30,03,06,1838.76
31,03,06,1838.95
03,04,06,1849.22
04,04,06,1847.81
05,04,06,1855.3
06,04,06,1867.12
07,04,06,1862.07
10,04,06,1845.13
11,04,06,1845.58
12,04,06,1826.15
13,04,06,1834.72
18,04,06,1829.22
19,04,06,1847.79
20,04,06,1865.13
21,04,06,1873.59
24,04,06,1862.99
25,04,06,1862.99
26,04,06,1866.73
27,04,06,1855.44
28,04,06,1844.87
02,05,06,1853.77
03,05,06,1854.12
04,05,06,1853.14
05,05,06,1860.67
08,05,06,1872.38
09,05,06,1877.63
10,05,06,1882.39
11,05,06,1882.68
12,05,06,1852.81
15,05,06,1817.71
16,05,06,1810.1
17,05,06,1801.59
18,05,06,1760.41
19,05,06,1755.64
22,05,06,1708.78
23,05,06,1710.85
24,05,06,1709.99
25,05,06,1718.14
26,05,06,1747.08
29,05,06,1756.33
30,05,06,1738.8
31,05,06,1733.51
01,06,06,1747.12
02,06,06,1764.41
05,06,06,1755.97
06,06,06,1730.67
07,06,06,1727.88
08,06,06,1699.51
09,06,06,1710.25
12,06,06,1701.38
13,06,06,1664.72
14,06,06,1665.25
15,06,06,1686.67
16,06,06,1703.22
19,06,06,1686.27
20,06,06,1679.15
21,06,06,1688.35
22,06,06,1704.13
23,06,06,1704.14
26,06,06,1711.27
27,06,06,1712.49
28,06,06,1704.9
29,06,06,1720.83
30,06,06,1744.09
03,07,06,1755.1
04,07,06,1759.9
05,07,06,1750.86
06,07,06,1751.37
07,07,06,1747.5
10,07,06,1750.65
11,07,06,1746.14
12,07,06,1747.35
13,07,06,1727.68
14,07,06,1716.09
17,07,06,1695.48
18,07,06,1693.57
19,07,06,1708.1
20,07,06,1727.33
21,07,06,1714.53
24,07,06,1726.85
25,07,06,1732.65
26,07,06,1737.87
27,07,06,1752.15
28,07,06,1754.36
31,07,06,1760.81
01,08,06,1757.26
02,08,06,1761.97
03,08,06,1757.86
04,08,06,1767.5
07,08,06,1756.74
08,08,06,1760.1
09,08,06,1761.08
10,08,06,1750.49
11,08,06,1757.07
14,08,06,1764.03
16,08,06,1780.03
17,08,06,1788.35
18,08,06,1796.13
21,08,06,1792.89
22,08,06,1793.96
23,08,06,1790.93
24,08,06,1801.13
25,08,06,1808.01
28,08,06,1804.54
29,08,06,1813.68
30,08,06,1821.8
31,08,06,1822.12
01,09,06,1831.95
04,09,06,1836.31
05,09,06,1832.61
06,09,06,1828.23
07,09,06,1813.9
08,09,06,1819
11,09,06,1810.41
12,09,06,1814.55
13,09,06,1823.1
14,09,06,1825
15,09,06,1818.16
18,09,06,1820.32
19,09,06,1810.98
20,09,06,1818.07
21,09,06,1829.64
22,09,06,1818.7
25,09,06,1812.52
26,09,06,1824.27
27,09,06,1832.45
28,09,06,1839.99
29,09,06,1844.99
02,10,06,1841.68
03,10,06,1832.99
04,10,06,1845.13
05,10,06,1861.17
06,10,06,1861.57
09,10,06,1865.18
10,10,06,1877.71
11,10,06,1882.53
