dd,mm,yy,value
07,09,78,70.32
08,09,78,71.24
11,09,78,71.74
12,09,78,73.32
13,09,78,76.54
14,09,78,76.56
15,09,78,76.16
18,09,78,77.92
19,09,78,80.05
20,09,78,82.27
21,09,78,81.03
22,09,78,82.08
25,09,78,82.53
26,09,78,78.04
27,09,78,77.06
28,09,78,79.03
29,09,78,78.9
02,10,78,80.62
03,10,78,81.9
04,10,78,80.47
05,10,78,79.43
06,10,78,79.68
09,10,78,78.22
10,10,78,77.25
11,10,78,77.74
12,10,78,78.09
13,10,78,77.53
16,10,78,76.32
17,10,78,76.59
18,10,78,75.63
19,10,78,76.4
20,10,78,74.82
23,10,78,72.34
24,10,78,71.16
25,10,78,72.31
26,10,78,72.99
27,10,78,71.81
30,10,78,72.1
31,10,78,73.44
02,11,78,72.43
03,11,78,71.84
06,11,78,71.41
07,11,78,71.38
08,11,78,71.15
09,11,78,70.95
10,11,78,70.93
13,11,78,70.9
14,11,78,69.5
15,11,78,67.81
16,11,78,68.4
17,11,78,69.56
20,11,78,69.19
21,11,78,68.36
22,11,78,68.43
23,11,78,68.28
24,11,78,68.44
27,11,78,69.34
28,11,78,70
29,11,78,69.46
30,11,78,69.83
01,12,78,70.55
04,12,78,71.68
05,12,78,71.4
06,12,78,70.18
07,12,78,70.76
11,12,78,70.05
12,12,78,69.83
13,12,78,69.29
14,12,78,68.29
15,12,78,69.58
18,12,78,68.72
19,12,78,67.5
20,12,78,67.95
21,12,78,68.84
22,12,78,69.1
27,12,78,68.76
28,12,78,68.89
29,12,78,68.83
02,01,79,68.38
03,01,79,68.71
04,01,79,69.21
05,01,79,70.02
08,01,79,70.34
09,01,79,70.16
10,01,79,70.63
11,01,79,69.84
12,01,79,70.19
15,01,79,69.36
16,01,79,69.34
19,01,79,71.85
22,01,79,72.44
23,01,79,72.8
24,01,79,72.36
25,01,79,71.94
26,01,79,71.37
29,01,79,70.93
30,01,79,71.93
31,01,79,72.27
01,02,79,73.07
02,02,79,73.03
05,02,79,72.36
06,02,79,71.75
07,02,79,72.36
08,02,79,73
09,02,79,72.76
12,02,79,72.9
13,02,79,72.07
14,02,79,71.83
15,02,79,72.39
16,02,79,72.01
19,02,79,72.9
20,02,79,73.52
21,02,79,74.1
22,02,79,74.58
23,02,79,75.54
26,02,79,76.89
27,02,79,76.33
28,02,79,76.46
01,03,79,76.5
02,03,79,76.25
05,03,79,77.19
06,03,79,76.89
07,03,79,76.38
08,03,79,76.55
09,03,79,77.15
12,03,79,77.43
13,03,79,77.43
14,03,79,76.75
15,03,79,76.64
16,03,79,76.6
19,03,79,76.48
20,03,79,75.82
21,03,79,77.25
22,03,79,77.37
23,03,79,78.04
26,03,79,78.46
27,03,79,78.28
28,03,79,77.61
29,03,79,77.13
30,03,79,77.65
02,04,79,75.83
03,04,79,74.99
04,04,79,74.14
05,04,79,73.81
06,04,79,72.81
09,04,79,72
10,04,79,72.17
11,04,79,71.72
12,04,79,72.57
13,04,79,72.79
17,04,79,72.32
18,04,79,72.61
19,04,79,73.6
20,04,79,72.89
23,04,79,73.67
24,04,79,73.73
26,04,79,74.26
27,04,79,74.35
30,04,79,74.6
02,05,79,75.1
03,05,79,74.76
04,05,79,75.32
07,05,79,76.69
08,05,79,76.6
09,05,79,76.15
10,05,79,75.83
11,05,79,75.29
14,05,79,75.02
15,05,79,75.76
16,05,79,75.9
17,05,79,76.42
18,05,79,77.17
21,05,79,78.96
22,05,79,79.48
23,05,79,78.14
24,05,79,78.91
25,05,79,78.67
28,05,79,76.73
29,05,79,77.82
30,05,79,78.28
31,05,79,78.17
01,06,79,79.47
04,06,79,80.01
05,06,79,79.66
06,06,79,77.59
07,06,79,77.21
08,06,79,76.8
11,06,79,76.43
12,06,79,77.05
13,06,79,77.67
14,06,79,77.57
15,06,79,78.25
18,06,79,78.62
19,06,79,78.33
20,06,79,78.61
21,06,79,79.16
22,06,79,79.33
25,06,79,79.44
26,06,79,78.79
27,06,79,79.25
28,06,79,79.1
29,06,79,78.74
02,07,79,77.54
03,07,79,77.81
04,07,79,77.79
05,07,79,78.5
06,07,79,78.93
09,07,79,79.31
10,07,79,79.41
11,07,79,79.14
12,07,79,78.67
13,07,79,78.97
16,07,79,78.84
17,07,79,78.87
18,07,79,79
19,07,79,79.82
20,07,79,80.86
23,07,79,81.68
24,07,79,81.63
25,07,79,81.58
26,07,79,82.15
27,07,79,82.9
30,07,79,83.43
31,07,79,83.09
01,08,79,83.74
02,08,79,83.35
03,08,79,82.94
06,08,79,81.94
07,08,79,82.29
08,08,79,82.17
09,08,79,82.88
10,08,79,82.58
13,08,79,82.84
14,08,79,83.34
16,08,79,83.97
17,08,79,84.75
20,08,79,86.65
21,08,79,86.81
22,08,79,88.4
23,08,79,88.78
24,08,79,88.57
27,08,79,89.07
28,08,79,88.2
29,08,79,87.96
30,08,79,89.12
31,08,79,89.68
03,09,79,88.62
04,09,79,88.97
05,09,79,87.55
06,09,79,86.76
07,09,79,87.28
10,09,79,87.46
11,09,79,87.42
12,09,79,87.85
13,09,79,87.77
14,09,79,88.38
17,09,79,88.43
18,09,79,87.05
19,09,79,88.16
20,09,79,89.46
21,09,79,90.33
24,09,79,90.02
25,09,79,89.53
26,09,79,89.2
27,09,79,89.89
28,09,79,91.01
01,10,79,92.64
02,10,79,93.25
03,10,79,93.38
04,10,79,93.85
05,10,79,93.65
08,10,79,90.5
09,10,79,90.54
10,10,79,88.49
11,10,79,86.5
12,10,79,85.68
15,10,79,84.78
16,10,79,85.64
17,10,79,87.04
18,10,79,87.13
19,10,79,89.04
22,10,79,88.27
23,10,79,85.27
24,10,79,84.33
25,10,79,84.7
26,10,79,85.12
29,10,79,86.32
30,10,79,86.55
31,10,79,86.43
02,11,79,87.13
05,11,79,86.92
06,11,79,85.63
07,11,79,84.94
08,11,79,84.66
09,11,79,85.05
12,11,79,85.15
13,11,79,84.65
14,11,79,83.25
15,11,79,83.26
16,11,79,83.43
19,11,79,83.19
20,11,79,82.14
21,11,79,82.24
22,11,79,82.13
23,11,79,81.23
26,11,79,81.41
27,11,79,82.43
28,11,79,82.24
29,11,79,82.86
30,11,79,83.43
03,12,79,83.11
04,12,79,83.51
05,12,79,83.76
06,12,79,80.27
07,12,79,81.4
10,12,79,80.13
11,12,79,79.02
12,12,79,78.31
13,12,79,78.73
14,12,79,78.56
17,12,79,79.39
18,12,79,80.35
19,12,79,80.23
20,12,79,80.52
21,12,79,81.27
27,12,79,81.93
28,12,79,81.86
31,12,79,82.45
02,01,80,83.11
03,01,80,85.39
04,01,80,85.83
07,01,80,86.95
08,01,80,86.8
09,01,80,87.79
10,01,80,88.03
11,01,80,87.09
14,01,80,86.35
15,01,80,87.56
16,01,80,88.79
17,01,80,90.41
18,01,80,92.89
21,01,80,92.39
22,01,80,90.46
23,01,80,90.48
24,01,80,90.4
25,01,80,90.33
28,01,80,91.68
29,01,80,91.57
30,01,80,90.93
31,01,80,90.89
01,02,80,92.25
04,02,80,92.64
05,02,80,91.89
06,02,80,91.25
07,02,80,91.3
08,02,80,92.05
11,02,80,91.16
12,02,80,90.96
13,02,80,91.23
14,02,80,91.47
15,02,80,91.39
18,02,80,93.49
19,02,80,94.84
20,02,80,95.08
21,02,80,94.43
22,02,80,94.19
25,02,80,95.08
26,02,80,95.31
27,02,80,93.86
28,02,80,93.88
29,02,80,94.45
03,03,80,95.03
04,03,80,94.19
05,03,80,94.15
06,03,80,95.18
07,03,80,95.02
10,03,80,94.25
11,03,80,92.81
12,03,80,92.54
13,03,80,93.42
14,03,80,92.85
17,03,80,91.7
18,03,80,90.33
19,03,80,91.86
20,03,80,92.76
21,03,80,93.45
24,03,80,94.28
25,03,80,92.63
26,03,80,91.69
27,03,80,92
28,03,80,91.79
31,03,80,92.35
01,04,80,91.91
02,04,80,92.13
03,04,80,92.9
04,04,80,93.43
08,04,80,93.04
09,04,80,91.4
10,04,80,91.51
11,04,80,91.14
14,04,80,90.86
15,04,80,91.56
16,04,80,92.76
17,04,80,93.18
18,04,80,93.37
21,04,80,94.22
22,04,80,94.36
23,04,80,94.42
24,04,80,94.96
28,04,80,95.12
29,04,80,94.98
30,04,80,95.01
02,05,80,95.36
05,05,80,95.3
06,05,80,94.13
07,05,80,93.85
08,05,80,94.11
09,05,80,94.2
12,05,80,94.13
13,05,80,93.39
14,05,80,93.9
15,05,80,94.2
16,05,80,94.08
19,05,80,94.5
20,05,80,95.85
21,05,80,96.66
22,05,80,96.04
23,05,80,95.89
26,05,80,96.43
27,05,80,96.34
28,05,80,96.57
29,05,80,96.83
30,05,80,97.66
02,06,80,96.33
03,06,80,97.12
04,06,80,97.43
05,06,80,97.76
06,06,80,98.53
09,06,80,99.48
10,06,80,100.3
11,06,80,101.52
12,06,80,102.06
13,06,80,101.71
16,06,80,102.64
17,06,80,103.21
18,06,80,106.98
19,06,80,106.19
20,06,80,107.74
23,06,80,106.5
24,06,80,105.93
25,06,80,105.99
26,06,80,106.69
27,06,80,104.22
30,06,80,101.91
01,07,80,103.69
02,07,80,103.71
03,07,80,103.78
04,07,80,102.62
07,07,80,101.02
08,07,80,102.06
09,07,80,103.42
10,07,80,103.07
11,07,80,101.67
14,07,80,101.54
15,07,80,101.91
16,07,80,102.37
17,07,80,102.32
18,07,80,102.55
21,07,80,105.64
22,07,80,105.94
23,07,80,107.28
24,07,80,107.34
25,07,80,108.12
28,07,80,109.18
29,07,80,110.41
30,07,80,112.11
31,07,80,113.9
01,08,80,113.01
04,08,80,112.79
05,08,80,114.96
06,08,80,116.04
07,08,80,115.1
08,08,80,115
11,08,80,117.46
12,08,80,117.75
13,08,80,118.22
14,08,80,119.98
18,08,80,121.86
19,08,80,126.07
20,08,80,128.23
21,08,80,126.99
22,08,80,122.95
25,08,80,119.23
26,08,80,121.36
27,08,80,125.07
28,08,80,123.49
29,08,80,125.05
01,09,80,128.32
02,09,80,128.75
03,09,80,127.74
04,09,80,128.27
05,09,80,130.78
08,09,80,130.92
09,09,80,129.25
10,09,80,129.45
11,09,80,129.89
12,09,80,131.5
15,09,80,131.71
16,09,80,130.01
17,09,80,130.07
18,09,80,134.38
19,09,80,137.49
22,09,80,137.05
23,09,80,137.31
24,09,80,138.02
25,09,80,139.11
26,09,80,139.65
29,09,80,136.14
30,09,80,141.15
01,10,80,141.9
02,10,80,143.6
03,10,80,146.93
06,10,80,148.07
07,10,80,143.34
08,10,80,141.7
09,10,80,144.68
10,10,80,145.96
13,10,80,144.64
14,10,80,146.4
15,10,80,149.54
16,10,80,151.22
17,10,80,153.18
20,10,80,163.97
21,10,80,163.91
22,10,80,167.35
23,10,80,169.62
24,10,80,173.39
27,10,80,172.34
28,10,80,172.38
29,10,80,174.43
30,10,80,180.13
31,10,80,183.53
03,11,80,183.88
04,11,80,188.18
05,11,80,187.46
06,11,80,184.39
07,11,80,170.43
10,11,80,171.25
11,11,80,172.88
12,11,80,162.89
13,11,80,152.22
14,11,80,158.93
17,11,80,160.9
18,11,80,161.08
19,11,80,171.62
20,11,80,171.39
21,11,80,172.82
24,11,80,174.03
25,11,80,170.93
26,11,80,168.64
27,11,80,164.31
28,11,80,169.39
01,12,80,171.06
02,12,80,168.17
03,12,80,164.56
04,12,80,163.85
05,12,80,163.42
09,12,80,158.83
10,12,80,155.46
11,12,80,158.09
12,12,80,161.77
15,12,80,159.44
16,12,80,158.5
17,12,80,161.43
18,12,80,163.58
19,12,80,165.71
22,12,80,166.21
23,12,80,167.24
29,12,80,170.2
30,12,80,171.19
31,12,80,172.16
02,01,81,174.19
05,01,81,174.65
06,01,81,173.36
07,01,81,173.61
08,01,81,174.57
09,01,81,175.76
12,01,81,174.04
13,01,81,173.89
14,01,81,177.65
15,01,81,182.79
16,01,81,186.16
19,01,81,198.05
20,01,81,197.91
21,01,81,196.38
22,01,81,203.12
23,01,81,206.01
26,01,81,209.95
27,01,81,209.37
28,01,81,209.31
29,01,81,211.04
30,01,81,211.93
02,02,81,207.85
03,02,81,201.9
04,02,81,198.83
05,02,81,206.84
06,02,81,208.27
09,02,81,211.19
10,02,81,211.95
11,02,81,208.88
12,02,81,208.56
13,02,81,213.67
16,02,81,211.5
17,02,81,212.4
18,02,81,223.71
19,02,81,223.51
20,02,81,223.23
23,02,81,222.08
24,02,81,226.29
25,02,81,232.28
26,02,81,232
27,02,81,235.1
02,03,81,236.47
03,03,81,235.1
04,03,81,232.68
05,03,81,227.25
06,03,81,233.41
09,03,81,232.19
10,03,81,226.98
11,03,81,230.5
12,03,81,231.6
13,03,81,230.11
16,03,81,229.76
17,03,81,227.6
18,03,81,235.91
19,03,81,232.13
20,03,81,237.49
23,03,81,236.04
24,03,81,233.9
25,03,81,238.6
26,03,81,244.5
27,03,81,245.89
30,03,81,247.4
31,03,81,246.31
01,04,81,249.79
02,04,81,252.25
03,04,81,252.86
06,04,81,250.92
07,04,81,246.23
08,04,81,247.59
09,04,81,248.81
10,04,81,247.09
13,04,81,245.09
14,04,81,244.24
15,04,81,246.99
16,04,81,247.35
17,04,81,258.7
21,04,81,263.21
22,04,81,262.55
23,04,81,266.45
24,04,81,269.22
27,04,81,270.09
28,04,81,267.56
29,04,81,270.26
30,04,81,271.37
04,05,81,270.22
05,05,81,267.2
06,05,81,264.8
07,05,81,268.37
08,05,81,269.3
11,05,81,265.36
12,05,81,263.54
13,05,81,266.71
14,05,81,266.97
15,05,81,267.78
18,05,81,270.17
19,05,81,277.7
20,05,81,285.9
21,05,81,287.55
25,05,81,281.49
26,05,81,272.14
27,05,81,279.56
28,05,81,285.04
29,05,81,285.65
01,06,81,281.32
02,06,81,285.5
03,06,81,292.03
04,06,81,291.02
05,06,81,290.19
08,06,81,285.73
09,06,81,283.96
10,06,81,281.96
11,06,81,271.27
12,06,81,260.2
15,06,81,249.41
16,06,81,229.6
17,06,81,242.02
18,06,81,245.05
19,06,81,231.94
22,06,81,215.12
23,06,81,213.68
24,06,81,230
25,06,81,234.08
26,06,81,231.71
29,06,81,231.76
30,06,81,230.58
01,07,81,229.21
02,07,81,225.75
03,07,81,220.39
06,07,81,206.02
07,07,81,205.59
13,07,81,190.72
14,07,81,194.07
15,07,81,208.1
16,07,81,209.68
17,07,81,205.22
20,07,81,200.09
21,07,81,194.61
22,07,81,182.39
23,07,81,169.37
24,07,81,166.44
27,07,81,180.85
28,07,81,191.75
29,07,81,200.04
30,07,81,203.95
31,07,81,211.56
03,08,81,219.07
04,08,81,220.43
05,08,81,209.51
06,08,81,213.12
07,08,81,213.64
10,08,81,221.26
11,08,81,206.67
12,08,81,208.68
13,08,81,213.91
14,08,81,214.62
17,08,81,219.76
18,08,81,228.4
19,08,81,232.19
20,08,81,229.39
21,08,81,231.9
24,08,81,236.53
25,08,81,235.19
26,08,81,233.83
27,08,81,230.16
28,08,81,233.68
31,08,81,235.48
01,09,81,229.64
02,09,81,227.09
03,09,81,218.68
04,09,81,210.44
07,09,81,215.04
08,09,81,219.29
09,09,81,213.31
10,09,81,206.26
11,09,81,206.66
14,09,81,199.88
15,09,81,194.4
16,09,81,198.36
17,09,81,196.04
18,09,81,192.25
21,09,81,184.89
22,09,81,185.45
23,09,81,186.63
24,09,81,192.26
25,09,81,198.86
28,09,81,196.28
29,09,81,195.08
30,09,81,197.7
01,10,81,198.28
02,10,81,197.28
05,10,81,196.07
06,10,81,193.14
07,10,81,190
08,10,81,193
09,10,81,192.99
12,10,81,186.91
13,10,81,182.7
14,10,81,183.46
15,10,81,179.96
16,10,81,178.97
19,10,81,174.92
20,10,81,172.22
21,10,81,174.89
22,10,81,180.99
23,10,81,184.77
26,10,81,186.25
27,10,81,187.43
28,10,81,182.97
29,10,81,184.67
30,10,81,184.96
02,11,81,182.8
03,11,81,182.19
04,11,81,184.04
05,11,81,187.72
06,11,81,188.8
09,11,81,186.58
10,11,81,186.13
11,11,81,183.99
12,11,81,180.18
13,11,81,180.75
16,11,81,182.39
17,11,81,180.83
18,11,81,187.46
19,11,81,190.2
20,11,81,191.97
23,11,81,192.3
24,11,81,192.3
25,11,81,193.8
26,11,81,195.29
27,11,81,197.24
30,11,81,199.73
01,12,81,198.66
02,12,81,201.43
03,12,81,201.46
04,12,81,198.97
07,12,81,198.22
09,12,81,193.86
10,12,81,190.63
11,12,81,192.3
14,12,81,188.39
15,12,81,189.8
16,12,81,187.69
17,12,81,193.06
18,12,81,192.81
21,12,81,190.62
22,12,81,189.37
23,12,81,190.6
28,12,81,192.34
29,12,81,193.15
30,12,81,192.43
31,12,81,194.8
04,01,82,193.6
05,01,82,189.66
06,01,82,187.35
07,01,82,182.86
08,01,82,184.84
11,01,82,185.25
12,01,82,181.94
13,01,82,181.45
14,01,82,184.73
15,01,82,186.81
18,01,82,191.96
19,01,82,189.95
20,01,82,190.93
21,01,82,190.91
22,01,82,190.19
25,01,82,189.93
26,01,82,190.88
27,01,82,190.18
28,01,82,188.82
29,01,82,190.2
01,02,82,192.04
02,02,82,190.86
03,02,82,188.59
04,02,82,188.16
05,02,82,188.12
08,02,82,187.52
09,02,82,186.25
10,02,82,185.64
11,02,82,188.59
12,02,82,189.54
15,02,82,189.57
16,02,82,188.64
17,02,82,191.79
18,02,82,194.84
19,02,82,198.53
22,02,82,201.55
23,02,82,201.03
24,02,82,200.84
25,02,82,201.09
26,02,82,204.02
01,03,82,204.74
02,03,82,204.09
03,03,82,203.05
04,03,82,201.54
05,03,82,203.29
08,03,82,204.55
09,03,82,203.16
10,03,82,202.5
11,03,82,202.23
12,03,82,202.57
15,03,82,203.59
16,03,82,203.08
17,03,82,207.08
18,03,82,211.51
19,03,82,212.66
22,03,82,210.16
23,03,82,208.42
24,03,82,209.46
25,03,82,209.92
26,03,82,208.74
29,03,82,206.81
30,03,82,207.06
31,03,82,203.49
01,04,82,202.05
02,04,82,202.71
05,04,82,198.22
06,04,82,196.7
07,04,82,194.5
08,04,82,191.16
09,04,82,192.91
13,04,82,193.86
14,04,82,191.57
15,04,82,189.47
16,04,82,191.68
19,04,82,194.34
20,04,82,192.73
21,04,82,190.06
22,04,82,193.85
23,04,82,193.36
26,04,82,191.12
27,04,82,192.73
28,04,82,192.38
29,04,82,191.89
30,04,82,191.73
03,05,82,190.73
04,05,82,189.17
05,05,82,186.1
06,05,82,188.09
07,05,82,188.38
10,05,82,185.62
11,05,82,185.5
12,05,82,184.97
13,05,82,182.39
14,05,82,183.51
17,05,82,184.13
18,05,82,185.33
19,05,82,186.23
20,05,82,183.34
21,05,82,178.77
24,05,82,171.99
25,05,82,173.25
26,05,82,176.19
27,05,82,175.01
28,05,82,174.51
31,05,82,175.39
01,06,82,178.28
02,06,82,176.57
03,06,82,175.17
04,06,82,175.86
07,06,82,174.99
08,06,82,175.3
09,06,82,173.63
10,06,82,170.1
11,06,82,168.9
14,06,82,163.91
15,06,82,164.2
16,06,82,160.18
17,06,82,156.88
18,06,82,157.81
21,06,82,160.74
22,06,82,163.33
23,06,82,161.48
24,06,82,157.7
25,06,82,157.96
28,06,82,153.42
29,06,82,153.27
30,06,82,154.67
01,07,82,154.79
02,07,82,155.68
05,07,82,154.97
06,07,82,153.4
07,07,82,153.38
08,07,82,153.42
09,07,82,152.66
12,07,82,151.95
13,07,82,149.13
14,07,82,149.06
15,07,82,150.3
16,07,82,150.21
19,07,82,150.47
20,07,82,149.85
21,07,82,147.77
22,07,82,147.23
23,07,82,148.1
26,07,82,152.25
27,07,82,156.38
28,07,82,160.69
29,07,82,159.45
30,07,82,164.68
02,08,82,166.13
03,08,82,170.85
04,08,82,169.97
05,08,82,163.09
06,08,82,157.55
09,08,82,159.69
10,08,82,160.42
11,08,82,160.56
12,08,82,159.14
13,08,82,158.48
16,08,82,164.3
17,08,82,164.13
18,08,82,165.79
19,08,82,173.01
20,08,82,173.63
23,08,82,172.38
24,08,82,172.83
25,08,82,171.6
26,08,82,169.13
27,08,82,168.8
30,08,82,171.38
31,08,82,170.35
01,09,82,169.14
02,09,82,166.2
03,09,82,166.55
06,09,82,169.36
07,09,82,169.5
08,09,82,167.08
09,09,82,166.62
10,09,82,166.64
13,09,82,163.68
14,09,82,163.13
15,09,82,163.28
16,09,82,162.16
17,09,82,164.67
20,09,82,162.13
21,09,82,158.17
22,09,82,159.83
23,09,82,160.78
24,09,82,159.32
27,09,82,158.79
28,09,82,160.8
29,09,82,162.21
30,09,82,163.36
01,10,82,162.97
04,10,82,160.98
05,10,82,160.16
06,10,82,160.55
07,10,82,159.21
08,10,82,159.07
11,10,82,159.57
12,10,82,159.78
13,10,82,159.15
14,10,82,160.19
15,10,82,161.82
18,10,82,164.57
19,10,82,165.45
20,10,82,167.31
21,10,82,167.65
22,10,82,166.66
25,10,82,168.06
26,10,82,166.11
27,10,82,163.6
28,10,82,164.78
29,10,82,163.89
02,11,82,164.08
03,11,82,165.87
04,11,82,166.58
05,11,82,164.84
08,11,82,162.6
09,11,82,161.71
10,11,82,160.9
11,11,82,161.01
12,11,82,160.27
15,11,82,158.09
16,11,82,160
17,11,82,158.6
18,11,82,162.77
19,11,82,164.92
22,11,82,164.08
23,11,82,163.97
24,11,82,164.51
25,11,82,165.59
26,11,82,166.61
29,11,82,169.13
30,11,82,169.52
01,12,82,168.85
02,12,82,168.27
03,12,82,169.01
06,12,82,169.4
07,12,82,167.65
09,12,82,166.1
10,12,82,165.62
13,12,82,166.3
14,12,82,164.14
15,12,82,163.71
16,12,82,164.09
17,12,82,167.32
20,12,82,165.24
21,12,82,165.2
22,12,82,166.25
23,12,82,166.51
27,12,82,167.18
28,12,82,166.4
29,12,82,165.46
30,12,82,166.65
31,12,82,165.92
03,01,83,164.06
04,01,83,161.68
05,01,83,162.01
06,01,83,161.51
07,01,83,160.89
10,01,83,160.45
11,01,83,161.29
12,01,83,162.8
13,01,83,166.07
14,01,83,168.9
17,01,83,171.61
18,01,83,174.37
19,01,83,174.73
20,01,83,174.94
21,01,83,175.77
24,01,83,180.48
25,01,83,180.66
26,01,83,182.84
27,01,83,184.19
28,01,83,182.49
31,01,83,184.86
01,02,83,184.59
02,02,83,183.62
03,02,83,183.12
04,02,83,182.98
07,02,83,186.13
08,02,83,189.93
09,02,83,191.9
10,02,83,193.97
11,02,83,196.88
14,02,83,200.61
15,02,83,202.01
16,02,83,205.95
17,02,83,199.2
18,02,83,199.55
21,02,83,205.76
22,02,83,206.35
23,02,83,205
24,02,83,201.51
25,02,83,203.02
28,02,83,202.24
01,03,83,200.64
02,03,83,197.67
03,03,83,199.83
04,03,83,203.91
07,03,83,207.24
08,03,83,205.51
09,03,83,202.8
10,03,83,203.87
11,03,83,205.46
14,03,83,204.03
15,03,83,202.14
16,03,83,202.61
17,03,83,203.73
18,03,83,210.62
21,03,83,214.93
22,03,83,214.71
23,03,83,214.33
24,03,83,211.79
25,03,83,212.7
28,03,83,211.65
29,03,83,210.78
30,03,83,212.69
31,03,83,213.2
01,04,83,212.81
05,04,83,210.73
06,04,83,204.68
07,04,83,202.98
08,04,83,204.46
11,04,83,205.38
12,04,83,201.27
13,04,83,201.62
14,04,83,201.87
15,04,83,194.63
18,04,83,190.64
19,04,83,196.7
20,04,83,195.6
21,04,83,191.11
22,04,83,190.27
26,04,83,190.98
27,04,83,194.38
28,04,83,198.95
29,04,83,199.42
02,05,83,199.7
03,05,83,197.06
04,05,83,195.52
05,05,83,194.8
06,05,83,192.94
09,05,83,191.34
10,05,83,189.8
11,05,83,191.19
12,05,83,191.27
13,05,83,188.63
16,05,83,186.7
17,05,83,190.54
18,05,83,190.29
19,05,83,192.76
20,05,83,192.68
23,05,83,191.7
24,05,83,189.79
25,05,83,190.65
26,05,83,190.91
27,05,83,191.64
30,05,83,192.19
31,05,83,192.21
01,06,83,192.8
02,06,83,191.13
03,06,83,189.38
06,06,83,188.48
07,06,83,186.95
08,06,83,187.43
09,06,83,188.9
10,06,83,190.63
13,06,83,190.71
14,06,83,189.05
15,06,83,188.57
16,06,83,188.68
17,06,83,192.33
20,06,83,196.76
21,06,83,198.39
22,06,83,198.13
23,06,83,198.22
24,06,83,200.53
27,06,83,203.17
28,06,83,185.75
29,06,83,192.45
30,06,83,192.83
01,07,83,189.97
04,07,83,188.84
05,07,83,190.79
06,07,83,190.12
07,07,83,190.31
08,07,83,192.24
11,07,83,193.02
12,07,83,190.45
13,07,83,190
14,07,83,191.66
15,07,83,191.11
18,07,83,194.4
19,07,83,195.96
20,07,83,196.65
21,07,83,196.23
22,07,83,197.45
25,07,83,197.6
26,07,83,198.72
27,07,83,197.32
28,07,83,197.71
29,07,83,198.78
01,08,83,200.94
02,08,83,200.28
03,08,83,200.09
04,08,83,198.48
05,08,83,199.12
08,08,83,198.59
09,08,83,198.4
10,08,83,199.03
11,08,83,197.56
12,08,83,197.32
16,08,83,198.92
17,08,83,198.41
18,08,83,203.89
19,08,83,206.43
22,08,83,206.38
23,08,83,206.21
24,08,83,204.71
25,08,83,203.81
26,08,83,204.39
29,08,83,202.63
30,08,83,201.91
31,08,83,202.53
01,09,83,202.96
02,09,83,202.27
05,09,83,200.24
06,09,83,199.09
07,09,83,200.57
08,09,83,198.18
09,09,83,198.95
12,09,83,199.81
13,09,83,197.79
14,09,83,197.49
15,09,83,196.73
16,09,83,196.21
19,09,83,197.57
20,09,83,193.78
21,09,83,194.13
22,09,83,195.67
23,09,83,196.93
26,09,83,196.78
27,09,83,195.16
28,09,83,194.58
29,09,83,194.5
30,09,83,196.43
03,10,83,193.51
04,10,83,192.11
05,10,83,192.46
06,10,83,191.65
07,10,83,191.01
10,10,83,191.89
11,10,83,189.15
12,10,83,186.73
13,10,83,187.68
14,10,83,186.31
17,10,83,182.1
18,10,83,183.95
19,10,83,182.13
20,10,83,185.18
21,10,83,185.42
24,10,83,183.79
25,10,83,184.61
26,10,83,185.92
27,10,83,185.82
28,10,83,185.71
31,10,83,185.65
02,11,83,188.39
03,11,83,187.69
04,11,83,186.89
07,11,83,186.4
08,11,83,184.78
09,11,83,184.41
10,11,83,183.31
11,11,83,182.76
14,11,83,183.49
15,11,83,185.08
16,11,83,187.17
17,11,83,188.87
18,11,83,191.63
21,11,83,190.91
22,11,83,192.46
23,11,83,194.34
24,11,83,193.95
25,11,83,193.06
28,11,83,192.33
29,11,83,190.73
30,11,83,190.38
01,12,83,190.19
02,12,83,190.02
05,12,83,189.29
06,12,83,186.57
07,12,83,185.99
09,12,83,186.46
12,12,83,185.1
13,12,83,182.78
14,12,83,183.62
15,12,83,183.57
16,12,83,187.88
19,12,83,186.43
20,12,83,189.54
21,12,83,189.65
22,12,83,189.24
23,12,83,190.35
27,12,83,192.02
28,12,83,191.07
29,12,83,192.18
30,12,83,191.48
02,01,84,192.06
03,01,84,194.38
04,01,84,195.43
05,01,84,196.04
06,01,84,200.77
09,01,84,203.62
10,01,84,203.28
11,01,84,204.03
12,01,84,207.24
13,01,84,212.34
16,01,84,219.04
17,01,84,221.28
18,01,84,221.86
19,01,84,219.53
20,01,84,219.02
23,01,84,222.82
24,01,84,220.81
25,01,84,220.78
26,01,84,220.64
27,01,84,222.71
30,01,84,226.58
31,01,84,228.92
01,02,84,229.57
02,02,84,227.21
03,02,84,229.14
06,02,84,228.25
07,02,84,219.35
08,02,84,219.08
09,02,84,217.5
10,02,84,218.57
13,02,84,219.79
14,02,84,215.48
15,02,84,215.61
16,02,84,220.64
17,02,84,219.37
20,02,84,220.36
21,02,84,219.38
22,02,84,218.59
23,02,84,220.1
24,02,84,219.8
27,02,84,222.17
28,02,84,220.9
29,02,84,219.54
01,03,84,219.53
02,03,84,221.97
05,03,84,222.48
06,03,84,219.02
07,03,84,217.55
08,03,84,217.4
09,03,84,218.35
12,03,84,218.14
13,03,84,217.24
14,03,84,217.53
15,03,84,216.91
16,03,84,217.07
19,03,84,221.87
20,03,84,222.37
21,03,84,223.13
22,03,84,221.82
